ID,파일명,대주제,불공정 약관 원문,시정 요청 사유,근거 조항(약관법),수정 후 약관 조항
v-466,AI_Generated_Data,일반원칙,"고객이 대여한 물품에 대해 회사가 즉시 회수를 요구할 경우, 고객은 이에 응해야 하며 미응할 시 벌칙금을 납부해야 한다.",대여 기간 계약의 본질(기간 동안의 사용 권한)을 무시하고 사업자가 일방적으로 사용 권한을 박탈하여 계약 목적을 훼손함.,약관법 제6조 제2항 제3호,"회사가 대여 물품의 회수를 요구할 경우, 고객의 귀책사유가 없는 한 고객에게 합리적인 유예 기간(최소 7일)을 부여해야 한다."
v-467,AI_Generated_Data,일반원칙,단체 보험 계약의 효력은 회사가 보험료를 납부하지 않는 경우에도 고객이 이를 알 수 없으므로 무효로 할 수 없다.,보험 계약의 본질(보장의 효력)이 사업자의 불성실한 행위(보험료 미납)로 인해 박탈될 수 있음에도 고객의 권리를 제한함.,약관법 제6조 제2항 제3호,"회사가 보험료를 납부하지 않아 단체 보험 계약의 효력이 상실될 경우, 회사는 고객에게 그 사실을 즉시 알리고 고객이 입은 손해를 배상해야 한다."
v-468,AI_Generated_Data,일반원칙,고객이 서비스에 예치한 가상자산을 회사는 내부 보안 점검을 이유로 1년 이상 인출을 임의로 제한할 수 있다.,고객의 가장 본질적인 권리인 '자산 인출'을 불명확한 사유로 장기간 제한하여 계약의 목적(자산 운용 및 보관)을 달성할 수 없게 함.,약관법 제6조 제2항 제3호,"회사가 인출을 제한할 경우, 합리적인 기간(예: 72시간 이내)으로 제한해야 하며, 장기간 제한이 필요한 경우 고객에게 명확히 고지하고 환불 등 대안을 제시해야 한다."
v-469,AI_Generated_Data,일반원칙,출판 계약 후에도 출판사는 저자의 동의 없이 내부 편집 기준에 따라 출판물의 내용을 임의로 대폭 수정할 수 있다.,저작권자가 가지는 출판물의 내용에 대한 통제권(계약의 본질)을 사업자가 일방적으로 침해하여 계약 목적 달성을 어렵게 함.,약관법 제6조 제2항 제3호,"출판사는 출판물의 내용을 수정할 경우 저자의 동의를 얻어야 하며, 저자의 동의 없이 내용을 대폭 수정할 수 없다."
,,,,,,
v-470,AI_Generated_Data,면책조항의 금지,회사의 고의적인 서비스 지연 또는 불이행으로 인해 고객에게 발생한 모든 손해에 대해 회사는 법률상 책임을 지지 않는다.,사업자의 고의로 인한 법률상의 손해배상 책임을 일절 배제하여 약관법 제7조 제1호에 명백히 위반됨.,약관법 제7조 제1호,"회사는 고의 또는 과실로 인해 고객에게 손해를 입힌 경우, 그 손해를 배상할 책임을 진다."
v-471,AI_Generated_Data,면책조항의 금지,"회사 직원의 중대한 과실로 인한 시스템 해킹 및 고객 정보 유출 사고 발생 시, 회사는 고객에게 발생하는 손해에 대해 책임을 지지 않는다.",사업자의 피고용인(직원)의 중대한 과실로 인한 법률상 책임을 배제하여 무효임.,약관법 제7조 제1호,회사는 직원 또는 이행 보조자의 고의 또는 과실로 고객에게 손해가 발생한 경우 그 손해를 배상해야 한다.
v-472,AI_Generated_Data,면책조항의 금지,"회사가 계약 이행을 위해 고용한 제3자(배송 기사, 설치 기사 등)의 고의에 의한 고객 재산상의 손해에 대해 회사는 책임지지 않는다.",이행 보조자의 고의로 인한 사용자 책임을 면제하여 고객에게 불리한 면책 조항임.,약관법 제7조 제1호,회사는 계약 이행을 위해 고용한 자의 고의 또는 과실로 고객에게 손해가 발생한 경우 사용자로서 책임을 진다.
v-473,AI_Generated_Data,면책조항의 금지,서비스 제공에 필요한 설비 관리자의 중대한 과실로 설비가 고장나 서비스가 장기간 중단되더라도 회사는 고객 손해에 대해 배상하지 않는다.,사업자의 설비 관리 의무를 태만히 한 중과실에 대한 책임을 배제하는 조항임.,약관법 제7조 제1호,회사는 설비 관리자의 과실로 인해 서비스가 중단될 경우 고객에게 발생한 손해를 배상할 책임이 있다.
v-474,AI_Generated_Data,면책조항의 금지,회사 또는 직원이 고객의 영업 비밀을 고의로 제3자에게 유출하여 고객에게 손해가 발생하더라도 회사는 책임을 면한다.,비밀 유지 의무가 있는 사업자 또는 직원의 고의적 행위에 대한 책임을 배제할 수 없음.,약관법 제7조 제1호,회사는 회사의 고의 또는 과실로 고객의 영업 비밀이 유출되어 발생한 손해에 대해 책임을 진다.
v-475,AI_Generated_Data,면책조항의 금지,회사가 제조하여 판매한 상품의 제조 과정에서 발생한 중대한 과실로 인해 고객의 신체에 손해가 발생하더라도 회사는 제조물 책임을 지지 않는다.,제조물 책임법 및 민법상 당연히 져야 할 중과실 책임을 배제하는 조항임.,약관법 제7조 제1호,회사는 제조 및 판매한 상품의 하자로 인해 고객에게 손해가 발생한 경우 제조물 책임법에 따라 책임을 진다.
v-476,AI_Generated_Data,면책조항의 금지,회사가 계약 해지 통보 의무를 고의로 이행하지 않아 고객에게 발생한 모든 손해에 대해 회사는 면책된다.,사업자의 고의적인 의무 불이행에 대한 법률상의 책임을 면제할 수 없음.,약관법 제7조 제1호,회사는 고객에게 계약 해지 등 중요한 사항을 고의 또는 중대한 과실로 통지하지 않아 발생한 손해에 대해 책임을 진다.
v-477,AI_Generated_Data,면책조항의 금지,회사의 담당자가 고객의 데이터를 고의로 계약 목적 외의 용도에 사용하여 고객에게 손해를 입힌 경우에도 회사는 책임지지 않는다.,피고용인의 고의적인 위법 행위(데이터 오용)에 대한 사용자 책임을 배제하는 조항임.,약관법 제7조 제1호,회사는 직원의 고의 또는 과실로 고객 데이터가 오용되어 손해가 발생한 경우 책임을 진다.
v-478,AI_Generated_Data,면책조항의 금지,고객에게 환불해야 할 금액을 회사의 고의적인 지시로 정당한 이유 없이 장기간 지연 지급하여 고객에게 발생한 손해에 대해 회사는 책임지지 않는다.,고의적인 채무 불이행에 대한 지연 배상 책임을 면제하는 것은 무효임.,약관법 제7조 제1호,회사는 환불금 지급을 고의 또는 중대한 과실로 지연하여 고객에게 손해를 입힌 경우 지연 이자를 포함한 손해를 배상해야 한다.
v-479,AI_Generated_Data,면책조항의 금지,회사 또는 그 직원이 상품 정보에 대해 중대한 과실로 허위 또는 오해를 유발하는 정보를 제공하여 고객이 입은 손해에 대해 회사는 책임지지 않는다.,사업자의 중과실에 의한 정보 제공 의무 위반 책임을 배제함.,약관법 제7조 제1호,회사는 상품 정보에 대한 허위 또는 오해를 유발하는 정보를 제공하여 고객에게 손해를 입힌 경우 책임을 진다.
v-480,AI_Generated_Data,면책조항의 금지,회사의 중대한 관리 태만으로 인해 서비스 품질이 현저히 저하되어 고객이 계약 목적을 달성할 수 없게 되더라도 배상 책임은 없다.,사업자의 중과실로 인한 채무 불이행에 대한 책임을 배제함.,약관법 제7조 제1호,회사는 관리 태만 등 귀책사유로 서비스 품질이 저하될 경우 고객에게 발생한 손해에 대해 배상할 책임을 진다.
v-481,AI_Generated_Data,면책조항의 금지,회사가 대규모 시스템 장애 사실을 고의로 고객에게 은폐하여 고객의 피해가 확대된 경우에도 회사는 책임지지 않는다.,고의적인 정보 은폐 행위에 대한 책임을 배제하는 것은 무효임.,약관법 제7조 제1호,회사는 시스템 장애 등 고객에게 중대한 영향을 미치는 사실을 고의로 은폐하여 발생한 손해에 대해 책임을 진다.
v-482,AI_Generated_Data,면책조항의 금지,고객이 보관을 맡긴 물품이 회사의 직원 고의에 의해 훼손되거나 멸실된 경우 회사는 보상 의무를 지지 않는다.,수탁자로서의 보관 의무를 위반한 고의적 행위에 대한 책임을 배제함.,약관법 제7조 제1호,회사는 직원의 고의 또는 과실로 고객의 보관 물품에 손해가 발생한 경우 그 손해를 배상해야 한다.
v-483,AI_Generated_Data,면책조항의 금지,교육 서비스 제공 중 강사의 중대한 과실로 인해 고객의 교육 목적 달성이 불가능해진 경우 회사는 환불 및 추가 손해를 배상하지 않는다.,강사(피고용인)의 중과실에 대한 사용자 책임을 배제함.,약관법 제7조 제1호,강사의 귀책사유로 인해 고객이 교육 목적을 달성할 수 없게 된 경우 회사는 환불 및 고객에게 발생한 손해에 대해 책임을 진다.
v-484,AI_Generated_Data,면책조항의 금지,"회사 직원의 고의로 고객의 서비스 이용 기록이나 업로드 자료가 무단으로 삭제된 경우, 회사는 복구 및 손해에 대한 책임을 면한다.",피고용인의 고의적 위법 행위에 대한 사용자 책임을 배제함.,약관법 제7조 제1호,회사는 직원의 고의 또는 과실로 고객의 자료가 무단 삭제되어 손해가 발생한 경우 책임을 진다.
v-485,AI_Generated_Data,면책조항의 금지,"회사의 중대한 과실로 대여 물품의 하자가 발생하여 고객이 상해를 입은 경우, 회사는 이에 대한 책임을 지지 않는다.",임대인으로서의 물품 관리 의무를 태만히 한 중과실에 대한 책임을 배제함.,약관법 제7조 제1호,회사는 대여 물품의 하자가 회사의 고의 또는 과실로 인한 것일 경우 고객에게 발생한 손해에 대해 책임을 진다.
v-486,AI_Generated_Data,면책조항의 금지,회사가 고객에게 약관의 중요 내용을 고의로 설명하지 않아 고객에게 손해가 발생한 경우에도 회사는 책임을 면한다.,사업자의 고의적인 약관법상 의무 위반에 대한 책임을 배제함.,약관법 제7조 제1호,회사가 약관의 중요 내용을 고의로 설명하지 않아 고객에게 손해가 발생한 경우 회사는 이에 대한 책임을 진다.
v-487,AI_Generated_Data,면책조항의 금지,회사가 중대한 과실로 정기적인 데이터 백업을 소홀히 하여 고객 자료가 영구 유실된 경우에도 회사는 책임지지 않는다.,사업자의 중과실에 의한 자료 보관 의무 위반에 대한 책임을 배제함.,약관법 제7조 제1호,"회사는 데이터 백업 의무를 성실히 이행해야 하며, 회사의 고의 또는 과실로 고객 자료가 유실된 경우 책임을 진다."
v-488,AI_Generated_Data,면책조항의 금지,회사를 대신하여 계약을 체결한 대리인의 중대한 과실로 인해 계약 내용이 부실하게 이행된 경우 회사는 책임지지 않는다.,이행 대리인의 중과실에 대한 사용자 책임을 배제함.,약관법 제7조 제1호,회사는 대리인을 통해 이루어진 계약 이행에 대해 대리인의 귀책사유로 발생한 손해에 대해 책임을 진다.
v-489,AI_Generated_Data,면책조항의 금지,"회사가 담보물을 고의로 부실하게 관리하여 담보 가치가 하락한 경우, 고객이 입은 손해에 대해 회사는 책임지지 않는다.",사업자의 고의적인 담보 관리 의무 해태에 대한 책임을 배제함.,약관법 제7조 제1호,"회사는 담보물 관리에 대해 선량한 관리자로서의 주의 의무를 다해야 하며, 고의 또는 과실로 담보 가치가 하락한 경우 책임을 진다."
,,,,,,
v-490,AI_Generated_Data,면책조항의 금지,회사의 귀책사유로 인해 고객에게 발생한 손해배상액은 직전 1개월 이용료를 초과할 수 없다.,사업자의 손해배상 범위를 상당한 이유 없이 극히 일부 금액으로 제한하여 고객에게 발생한 실질적인 손해를 배상받지 못하게 함.,약관법 제7조 제2호,"회사의 귀책사유로 고객에게 손해가 발생한 경우, 회사는 관련 법령 및 민법에 따라 그 손해를 배상한다."
v-491,AI_Generated_Data,면책조항의 금지,"회사의 귀책사유로 인한 서비스 중단 시, 고객의 간접 손해 및 특별 손해는 그 사유를 불문하고 일절 배상하지 않는다.",사업자의 과실로 발생한 손해임에도 불구하고 상당한 이유 없이 간접 손해 및 특별 손해의 배상 책임을 전면적으로 배제함.,약관법 제7조 제2호,"회사는 귀책사유로 고객에게 발생한 통상 손해를 배상하며, 특별 손해는 회사가 그 사정을 알았거나 알 수 있었을 때 배상한다."
